Path,Label
/positive_images/new_vans-both-23.jpg,1
/positive_images/new_vans-outside-014.jpg,1
/positive_images/new_vans-inside-217.jpg,1
/positive_images/new_vans-outside-028.jpg,1
/positive_images/new_adidas-inside-238.jpg,1
/positive_images/new_adidas-inside-210.jpg,1
/positive_images/new_nike-both-226.jpg,1
/positive_images/new_nike-both-232.jpg,1
/positive_images/new_vans-outside-216.jpg,1
/positive_images/new_adidas-outside-12.jpg,1
/positive_images/new_vans-both-111.jpg,1
/positive_images/new_vans-inside-015.jpg,1
/positive_images/new_nike-inside-169.jpg,1
/positive_images/new_adidas-outside-06.jpg,1
/positive_images/new_nike-outside-195.jpg,1
/positive_images/new_nike-inside-141.jpg,1
/positive_images/new_nike-inside-113(1).jpg,1
/positive_images/new_nike-inside-155.jpg,1
/positive_images/new_vans-both-139.jpg,1
/positive_images/new_nike-outside-181.jpg,1
/positive_images/new_vans-inside-029.jpg,1
/positive_images/new_adidas-both-197.jpg,1
/positive_images/new_nike-both-018.jpg,1
/positive_images/new_vans-outside-29.jpg,1
/positive_images/new_adidas-both-168.jpg,1
/positive_images/new_vans-outside-01.jpg,1
/positive_images/new_nike-both-024.jpg,1
/positive_images/new_adidas-both-140.jpg,1
/positive_images/new_adidas-inside-012.jpg,1
/positive_images/new_nike-inside-182.jpg,1
/positive_images/new_nike-outside-156.jpg,1
/positive_images/new_nike-outside-142.jpg,1
/positive_images/new_nike-inside-196.jpg,1
/positive_images/new_nike-both-030.jpg,1
/positive_images/new_adidas-both-154.jpg,1
/positive_images/new_vans-outside-15.jpg,1
/positive_images/new_adidas-inside-199.jpg,1
/positive_images/new_vans-both-065.jpg,1
/positive_images/new_vans-inside-175.jpg,1
/positive_images/new_vans-inside-161.jpg,1
/positive_images/new_vans-both-071.jpg,1
/positive_images/new_nike-both-193.jpg,1
/positive_images/new_vans-inside-149.jpg,1
/positive_images/new_nike-inside-16.jpg,1
/positive_images/new_vans-both-059.jpg,1
/positive_images/new_nike-inside-035.jpg,1
/positive_images/new_nike-inside-021.jpg,1
/positive_images/new_adidas-outside-063.jpg,1
/positive_images/new_nike-inside-02.jpg,1
/positive_images/new_nike-both-187.jpg,1
/positive_images/new_adidas-outside-088.jpg,1
/positive_images/new_nike-outside-21.jpg,1
/positive_images/new_nike-both-178.jpg,1
/positive_images/new_adidas-inside-166.jpg,1
/positive_images/new_nike-outside-09.jpg,1
/positive_images/new_nike-both-150.jpg,1
/positive_images/new_adidas-both-034.jpg,1
/positive_images/new_nike-outside-022.jpg,1
/positive_images/new_nike-outside-036.jpg,1
/positive_images/new_adidas-inside-172.jpg,1
/positive_images/new_nike-both-144.jpg,1
/positive_images/new_adidas-both-020.jpg,1
/positive_images/new_adidas-outside-249.jpg,1
/positive_images/new_vans-both-267.jpg,1
/positive_images/new_vans-outside-160.jpg,1
/positive_images/new_vans-outside-174.jpg,1
/positive_images/new_vans-both-273.jpg,1
/positive_images/new_adidas-outside-275.jpg,1
/positive_images/new_nike-inside-237.jpg,1
/positive_images/new_adidas-inside-13.jpg,1
/positive_images/new_vans-outside-148.jpg,1
/positive_images/new_adidas-inside-07.jpg,1
/positive_images/new_adidas-outside-261.jpg,1
/positive_images/new_nike-inside-223.jpg,1
/positive_images/new_nike-both-06.jpg,1
/positive_images/new_nike-both-12.jpg,1
/positive_images/new_nike-outside-220.jpg,1
/positive_images/new_vans-both-298.jpg,1
/positive_images/new_adidas-both-236.jpg,1
/positive_images/new_adidas-both-222.jpg,1
/positive_images/new_nike-outside-234.jpg,1
/positive_images/new_adidas-both-223.jpg,1
/positive_images/new_nike-outside-235.jpg,1
/positive_images/new_vans-both-299.jpg,1
/positive_images/new_nike-outside-221.jpg,1
/positive_images/new_adidas-both-237.jpg,1
/positive_images/new_nike-both-13.jpg,1
/positive_images/new_nike-both-07.jpg,1
/positive_images/new_adidas-inside-06.jpg,1
/positive_images/new_vans-outside-149.jpg,1
/positive_images/new_nike-inside-222.jpg,1
/positive_images/new_adidas-outside-260.jpg,1
/positive_images/new_nike-inside-236.jpg,1
/positive_images/new_adidas-outside-274.jpg,1
/positive_images/new_adidas-inside-12.jpg,1
/positive_images/new_vans-outside-175.jpg,1
/positive_images/new_vans-both-272.jpg,1
/positive_images/new_vans-both-266.jpg,1
/positive_images/new_adidas-outside-248.jpg,1
/positive_images/new_vans-outside-161.jpg,1
/positive_images/new_nike-outside-037.jpg,1
/positive_images/new_adidas-both-021.jpg,1
/positive_images/new_nike-both-145.jpg,1
/positive_images/new_adidas-inside-173.jpg,1
/positive_images/new_adidas-both-035.jpg,1
/positive_images/new_nike-both-151.jpg,1
/positive_images/new_nike-outside-08.jpg,1
/positive_images/new_adidas-inside-167.jpg,1
/positive_images/new_nike-outside-023.jpg,1
/positive_images/new_nike-both-179.jpg,1
/positive_images/new_nike-outside-20.jpg,1
/positive_images/new_adidas-outside-089.jpg,1
/positive_images/new_nike-inside-03.jpg,1
/positive_images/new_adidas-outside-062.jpg,1
/positive_images/new_nike-inside-020.jpg,1
/positive_images/new_nike-both-192.jpg,1
/positive_images/new_adidas-outside-076.jpg,1
/positive_images/new_nike-inside-034.jpg,1
/positive_images/new_vans-both-058.jpg,1
/positive_images/new_nike-inside-17.jpg,1
/positive_images/new_vans-inside-148.jpg,1
/positive_images/new_vans-both-070.jpg,1
/positive_images/new_vans-inside-160.jpg,1
/positive_images/new_adidas-inside-198.jpg,1
/positive_images/new_vans-inside-174.jpg,1
/positive_images/new_vans-both-064.jpg,1
/positive_images/new_nike-inside-197.jpg,1
/positive_images/new_nike-outside-143.jpg,1
/positive_images/new_vans-outside-14.jpg,1
/positive_images/new_adidas-both-155.jpg,1
/positive_images/new_nike-both-031.jpg,1
/positive_images/new_adidas-both-141.jpg,1
/positive_images/new_nike-both-025.jpg,1
/positive_images/new_vans-outside-00.jpg,1
/positive_images/new_nike-outside-157.jpg,1
/positive_images/new_nike-inside-183.jpg,1
/positive_images/new_adidas-both-169.jpg,1
/positive_images/new_vans-outside-28.jpg,1
/positive_images/new_nike-both-019.jpg,1
/positive_images/new_vans-inside-028.jpg,1
/positive_images/new_nike-outside-180.jpg,1
/positive_images/new_vans-both-138.jpg,1
/positive_images/new_nike-inside-154.jpg,1
/positive_images/new_adidas-both-196.jpg,1
/positive_images/new_adidas-both-182.jpg,1
/positive_images/new_nike-inside-140.jpg,1
/positive_images/new_nike-outside-194.jpg,1
/positive_images/new_adidas-outside-07.jpg,1
/positive_images/new_nike-inside-168.jpg,1
/positive_images/new_vans-inside-014.jpg,1
/positive_images/new_vans-outside-217.jpg,1
/positive_images/new_adidas-outside-13.jpg,1
/positive_images/new_vans-both-110.jpg,1
/positive_images/new_nike-both-233.jpg,1
/positive_images/new_nike-both-227.jpg,1
/positive_images/new_adidas-inside-211.jpg,1
/positive_images/new_adidas-inside-239.jpg,1
/positive_images/new_vans-outside-029.jpg,1
/positive_images/new_vans-inside-216.jpg,1
/positive_images/new_vans-both-22.jpg,1
/positive_images/new_vans-outside-015.jpg,1
/positive_images/new_vans-both-128(1).jpg,1
/positive_images/new_vans-inside-214.jpg,1
/positive_images/new_vans-outside-017.jpg,1
/positive_images/new_vans-both-20.jpg,1
/positive_images/new_vans-inside-228.jpg,1
/positive_images/new_vans-both-08.jpg,1
/positive_images/new_nike-both-219.jpg,1
/positive_images/new_nike-both-231.jpg,1
/positive_images/new_nike-both-225.jpg,1
/positive_images/new_vans-inside-016.jpg,1
/positive_images/new_adidas-outside-128.jpg,1
/positive_images/new_vans-both-112.jpg,1
/positive_images/new_adidas-outside-11.jpg,1
/positive_images/new_vans-outside-215.jpg,1
/positive_images/new_adidas-both-194.jpg,1
/positive_images/new_adidas-outside-114.jpg,1
/positive_images/new_nike-inside-156.jpg,1
/positive_images/new_nike-outside-182.jpg,1
/positive_images/new_nike-outside-196.jpg,1
/positive_images/new_nike-inside-142.jpg,1
/positive_images/new_vans-outside-229.jpg,1
/positive_images/new_adidas-both-180.jpg,1
/positive_images/new_adidas-inside-039.jpg,1
/positive_images/new_nike-outside-169.jpg,1
/positive_images/new_nike-both-033.jpg,1
/positive_images/new_vans-outside-16.jpg,1
/positive_images/new_nike-outside-141.jpg,1
/positive_images/new_nike-inside-195.jpg,1
/positive_images/new_nike-inside-181.jpg,1
/positive_images/new_nike-outside-155.jpg,1
/positive_images/new_vans-outside-02.jpg,1
/positive_images/new_adidas-both-143.jpg,1
/positive_images/new_nike-both-027.jpg,1
/positive_images/new_vans-inside-162.jpg,1
/positive_images/new_vans-both-072.jpg,1
/positive_images/new_vans-both-066.jpg,1
